id,session_id,task_id,task_no,score,max_score,users_answer,submission_time,verdict
10391618,356143,9984,2,0,1,{"solution": 11},2019-10-14 09:51:23.157498+00,wrong
10391619,356143,9987,3,0,1,{"solution": "BDCA"},2019-10-14 09:55:19.55872+00,wrong
10391620,356143,9991,4,0,1,{"solution": 13},2019-10-14 09:56:09.703717+00,wrong
10391621,356143,9992,5,0,1,{"solution": 2},2019-10-14 09:58:37.689371+00,wrong
10391622,356143,9997,6,0,1,{"solution": 9},2019-10-14 10:12:56.372183+00,wrong
10391623,356143,9998,7,0,1,{"solution": 3},2019-10-14 10:13:44.844952+00,wrong
10391624,356143,10001,8,0,1,{"solution": 34},2019-10-14 10:22:48.086413+00,wrong
10391793,356144,9981,1,0,1,{"solution": 6},2019-10-14 09:51:20.464964+00,wrong
10391794,356144,9986,2,0,1,{"solution": 9},2019-10-14 09:57:50.701109+00,wrong
10391795,356144,9987,3,0,1,{"solution": "E B C D A"},2019-10-14 10:04:46.238829+00,wrong
10391796,356144,9988,4,0,1,{"solution": 22},2019-10-14 10:18:15.722875+00,wrong
10391797,356144,9993,5,0,1,{"solution": 9},2019-10-14 10:20:12.872398+00,wrong
10391798,356144,9994,6,0,1,{"solution": 22},2019-10-14 10:20:40.163981+00,wrong
10391799,356144,9998,7,1,1,{"solution": 5},2019-10-14 10:24:58.630377+00,ok
10391800,356144,10002,8,0,1,{"solution": 52},2019-10-14 10:21:07.371994+00,wrong
10391697,356145,9982,1,0,1,{"solution": 6},2019-10-14 09:51:51.097974+00,wrong
10391698,356145,9983,2,0,1,{"solution": 11},2019-10-14 09:55:23.878766+00,wrong
10391699,356145,9987,3,0,1,"{""solution"": ""E,C,A,D,B.""}",2019-10-14 10:17:06.4154+00,wrong
10391700,356145,9990,4,0,1,{"solution": 23},2019-10-14 10:09:03.241524+00,wrong
10391701,356145,9992,5,1,1,{"solution": 7},2019-10-14 10:13:26.442344+00,ok
10391702,356145,9995,6,0,1,{"solution": 6},2019-10-14 10:19:41.150041+00,wrong
10391703,356145,9998,7,0,1,{"solution": 1},2019-10-14 10:22:29.51383+00,wrong
10391704,356145,9999,8,0,1,{"solution": 6},2019-10-14 10:24:17.568008+00,wrong
10392369,356146,9980,1,0,1,{"solution": 2},2019-10-14 10:15:08.509224+00,wrong
10392370,356146,9986,2,0,1,{"solution": 44},2019-10-14 10:14:56.935685+00,wrong
10392371,356146,9987,3,0,1,{"solution": "ECBDA"},2019-10-14 10:18:43.137222+00,wrong
10392372,356146,9989,4,0,1,{"solution": 14},2019-10-14 10:32:25.16746+00,wrong
10392373,356146,9992,5,0,1,{"solution": 9},2019-10-14 10:00:25.325959+00,wrong
10392374,356146,9994,6,0,1,{"solution": 5},2019-10-14 10:34:53.921971+00,wrong
10392375,356146,9998,7,1,1,{"solution": 5},2019-10-14 10:22:43.939833+00,ok
10392376,356146,9999,8,0,1,{"solution": 15},2019-10-14 10:31:41.115988+00,wrong
10392441,356151,9980,1,0,1,{"solution": 2},2019-10-14 09:53:11.888428+00,wrong
10392442,356151,9983,2,0,1,{"solution": 37},2019-10-14 09:58:46.543114+00,wrong
10392443,356151,9987,3,1,1,{"solution": "ECBAD"},2019-10-14 10:16:00.168901+00,ok
10392444,356151,9989,4,0,1,{"solution": 22},2019-10-14 10:25:36.741094+00,wrong
10392445,356151,9992,5,0,1,{"solution": 9},2019-10-14 10:30:45.990044+00,wrong
10392446,356151,9996,6,0,1,{"solution": 115},2019-10-14 10:35:51.903953+00,wrong
10392447,356151,9998,7,0,1,,,none
10392448,356151,10002,8,0,1,{"solution": 8},2019-10-14 10:32:10.919693+00,wrong
10391857,356158,9981,1,0,1,{"solution": 6},2019-10-14 09:52:39.551496+00,wrong
10391858,356158,9984,2,0,1,{"solution": 37},2019-10-14 10:02:52.753151+00,wrong
10391859,356158,9987,3,0,1,{"solution": "BCADE "},2019-10-14 10:07:13.087021+00,wrong
10391860,356158,9991,4,0,1,{"solution": 23},2019-10-14 10:11:35.668901+00,wrong
10391861,356158,9993,5,0,1,{"solution": 6},2019-10-14 10:15:24.049844+00,wrong
10391862,356158,9996,6,0,1,{"solution": 16},2019-10-14 10:25:53.556082+00,wrong
10391863,356158,9998,7,0,1,{"solution": 7},2019-10-14 10:20:33.056015+00,wrong
10391864,356158,10000,8,0,1,{"solution": 13},2019-10-14 10:23:45.24238+00,wrong
10392497,356161,9979,1,0,1,{"solution": 1},2019-10-14 09:54:02.535044+00,wrong
10392498,356161,9986,2,0,1,{"solution": 39},2019-10-14 10:13:44.598843+00,wrong
10392499,356161,9987,3,0,1,{"solution": "CABDE"},2019-10-14 10:19:24.133069+00,wrong
10392500,356161,9988,4,0,1,{"solution": 23},2019-10-14 10:22:02.244286+00,wrong
10392501,356161,9992,5,0,1,{"solution": 9},2019-10-14 10:36:00.607576+00,wrong
10392502,356161,9997,6,0,1,{"solution": 115},2019-10-14 10:31:24.560013+00,wrong
10392503,356161,9998,7,1,1,{"solution": 5},2019-10-14 10:37:54.12913+00,ok
10392504,356161,10001,8,1,1,{"solution": 8},2019-10-14 10:37:26.149527+00,ok
10392075,356162,9979,1,1,1,{"solution": 12},2019-10-14 09:55:12.251996+00,ok
10392076,356162,9985,2,1,1,{"solution": 39},2019-10-14 09:58:57.197484+00,ok
10392077,356162,9987,3,0,1,{"solution": "ECBDA"},2019-10-14 10:02:29.109027+00,wrong
10392078,356162,9990,4,0,1,{"solution": 14},2019-10-14 10:25:11.086865+00,wrong
10392079,356162,9992,5,0,1,{"solution": 9},2019-10-14 10:09:30.279145+00,wrong
10392080,356162,9994,6,1,1,{"solution": 3},2019-10-14 10:29:22.659191+00,ok
10392081,356162,9998,7,0,1,{"solution": 1},2019-10-14 10:22:52.391164+00,wrong
10392082,356162,10002,8,0,1,{"solution": 8},2019-10-14 10:25:34.29738+00,wrong
10391801,356163,9982,1,1,1,{"solution": 18},2019-10-14 10:24:42.481163+00,ok
10391802,356163,9986,2,1,1,{"solution": 37},2019-10-14 10:24:45.820396+00,ok
10391803,356163,9987,3,1,1,{"solution": "ecbad"},2019-10-14 10:24:48.66534+00,ok
10391804,356163,9991,4,1,1,{"solution": 29},2019-10-14 10:24:51.164252+00,ok
10391805,356163,9992,5,1,1,{"solution": 7},2019-10-14 10:24:54.172204+00,ok
10391806,356163,9997,6,1,1,{"solution": 2},2019-10-14 10:24:56.285104+00,ok
10391807,356163,9998,7,0,1,{"solution": 1235},2019-10-14 10:24:58.442313+00,wrong
10391808,356163,10000,8,0,1,{"solution": 9},2019-10-14 10:25:00.525376+00,wrong
10389313,356205,9979,1,0,1,{"solution": 3},2019-10-14 10:00:23.23514+00,wrong
10389314,356205,9983,2,0,1,{"solution": 41},2019-10-14 09:57:52.194364+00,wrong
10389315,356205,9987,3,1,1,{"solution": "ECBAD"},2019-10-14 09:58:22.48296+00,ok
10389316,356205,9990,4,0,1,{"solution": 17},2019-10-14 09:58:32.510871+00,wrong
10389317,356205,9993,5,0,1,{"solution": 3},2019-10-14 09:58:41.692658+00,wrong
10389318,356205,9994,6,0,1,{"solution": 10},2019-10-14 10:01:35.100877+00,wrong
10389319,356205,9998,7,0,1,{"solution": 1},2019-10-14 10:01:54.09654+00,wrong
10389320,356205,9999,8,0,1,{"solution": 9},2019-10-14 10:02:24.808866+00,wrong
10391081,356208,9979,1,1,1,{"solution": 12},2019-10-14 10:12:03.996612+00,ok
10391082,356208,9984,2,1,1,{"solution": 36},2019-10-14 10:12:11.005388+00,ok
10391083,356208,9987,3,1,1,{"solution": "ECBAD"},2019-10-14 10:15:39.936283+00,ok
10391084,356208,9991,4,0,1,{"solution": 51},2019-10-14 10:19:44.434819+00,wrong
10391085,356208,9992,5,0,1,{"solution": 8},2019-10-14 10:20:05.49636+00,wrong
10391086,356208,9996,6,0,1,{"solution": 4},2019-10-14 10:19:14.193445+00,wrong
10391087,356208,9998,7,0,1,{"solution": 123456789},2019-10-14 10:20:46.551588+00,wrong
10391088,356208,10002,8,0,1,{"solution": 28},2019-10-14 10:21:53.303532+00,wrong
10390666,356209,9982,1,0,1,{"solution": 4},2019-10-14 09:59:38.259549+00,wrong
10390667,356209,9986,2,0,1,{"solution": 0},2019-10-14 10:00:08.718672+00,wrong
10390668,356209,9987,3,0,1,{"solution": "acde"},2019-10-14 10:08:45.090896+00,wrong
10390669,356209,9990,4,0,1,{"solution": 30},2019-10-14 10:02:44.073289+00,wrong
10390670,356209,9992,5,0,1,{"solution": 9},2019-10-14 10:04:45.258744+00,wrong
10390671,356209,9995,6,0,1,{"solution": 110},2019-10-14 10:05:54.498426+00,wrong
10390672,356209,9998,7,0,1,{"solution": 42684},2019-10-14 10:11:29.635943+00,wrong
10390673,356209,10000,8,0,1,{"solution": 13},2019-10-14 10:12:44.164833+00,wrong
10392345,356210,9979,1,1,1,{"solution": 12},2019-10-14 10:13:56.974852+00,ok
10392346,356210,9985,2,0,1,{"solution": 37},2019-10-14 10:21:52.867474+00,wrong
10392347,356210,9987,3,0,1,,,none
10392348,356210,9989,4,0,1,,,none
10392349,356210,9993,5,0,1,,,none
10392350,356210,9995,6,0,1,,,none
10392351,356210,9998,7,0,1,,,none
10392352,356210,10002,8,0,1,,,none
10391445,356211,9979,1,0,1,{"solution": 14},2019-10-14 10:00:03.539618+00,wrong
10391446,356211,9984,2,0,1,{"solution": 16},2019-10-14 10:04:10.128267+00,wrong
10391447,356211,9987,3,0,1,{"solution": "ACBDE"},2019-10-14 10:09:52.29223+00,wrong
10391448,356211,9988,4,0,1,{"solution": 23},2019-10-14 10:16:13.271666+00,wrong
10391449,356211,9993,5,0,1,{"solution": 4},2019-10-14 10:17:05.182181+00,wrong
10391450,356211,9997,6,0,1,{"solution": 15},2019-10-14 10:17:52.347799+00,wrong
10391451,356211,9998,7,1,1,{"solution": 5},2019-10-14 10:19:16.645501+00,ok
10391452,356211,10001,8,0,1,{"solution": 10},2019-10-14 10:20:25.605976+00,wrong
10390682,356212,9980,1,0,1,{"solution": 13},2019-10-14 10:01:02.924139+00,wrong
10390683,356212,9984,2,0,1,{"solution": 6},2019-10-14 10:02:45.75664+00,wrong
10390684,356212,9987,3,0,1,{"solution": "ECDBA"},2019-10-14 10:07:22.809975+00,wrong
10390685,356212,9991,4,1,1,{"solution": 29},2019-10-14 10:09:30.919246+00,ok
10390686,356212,9993,5,0,1,{"solution": 3},2019-10-14 10:10:07.30012+00,wrong
10390687,356212,9995,6,0,1,{"solution": 11},2019-10-14 10:10:31.689861+00,wrong
10390688,356212,9998,7,1,1,{"solution": 5},2019-10-14 10:13:20.476284+00,ok
10390689,356212,10002,8,0,1,{"solution": 8},2019-10-14 10:14:21.144255+00,wrong
10391453,356213,9981,1,1,1,{"solution": 16},2019-10-14 10:12:07.151017+00,ok
10391454,356213,9983,2,0,1,{"solution": 37},2019-10-14 10:12:17.809232+00,wrong
10391455,356213,9987,3,0,1,{"solution": "DABCE"},2019-10-14 10:12:23.961388+00,wrong
10391456,356213,9991,4,0,1,{"solution": 42},2019-10-14 10:13:21.318005+00,wrong
10391457,356213,9992,5,0,1,{"solution": 5},2019-10-14 10:17:27.4724+00,wrong
10391458,356213,9995,6,0,1,{"solution": 15},2019-10-14 10:16:53.767218+00,wrong
10391459,356213,9998,7,0,1,{"solution": 4},2019-10-14 10:19:40.927135+00,wrong
10391460,356213,10001,8,1,1,{"solution": 8},2019-10-14 10:20:30.466281+00,ok
10391145,356214,9979,1,0,1,{"solution": 20},2019-10-14 10:11:30.580106+00,wrong
10391146,356214,9986,2,0,1,{"solution": 87},2019-10-14 10:11:36.212047+00,wrong
10391147,356214,9987,3,0,1,{"solution": "DBAC"},2019-10-14 10:11:42.754804+00,wrong
10391148,356214,9989,4,0,1,{"solution": 12471234567},2019-10-14 10:12:03.582869+00,wrong
10391149,356214,9993,5,0,1,{"solution": 10},2019-10-14 10:17:59.151117+00,wrong
10391150,356214,9994,6,0,1,{"solution": 4},2019-10-14 10:14:29.974314+00,wrong
10391151,356214,9998,7,0,1,{"solution": 11},2019-10-14 10:16:14.035413+00,wrong
10391152,356214,10002,8,0,1,{"solution": 36},2019-10-14 10:17:21.908159+00,wrong
10391995,356216,9982,1,0,1,{"solution": 6},2019-10-14 10:00:49.198911+00,wrong
10391996,356216,9983,2,1,1,{"solution": 35},2019-10-14 10:10:46.625299+00,ok
10391997,356216,9987,3,0,1,{"solution": "ACBDE"},2019-10-14 10:16:11.611176+00,wrong
10391998,356216,9988,4,0,1,{"solution": 17},2019-10-14 10:13:56.696679+00,wrong
10391999,356216,9993,5,0,1,{"solution": 7},2019-10-14 10:17:17.218466+00,wrong
10392000,356216,9994,6,1,1,{"solution": 3},2019-10-14 10:24:55.721768+00,ok
10392001,356216,9998,7,0,1,{"solution": 7},2019-10-14 10:24:06.244912+00,wrong
10392002,356216,9999,8,0,1,{"solution": 13},2019-10-14 10:26:37.754636+00,wrong
10390674,356218,9982,1,0,1,{"solution": 4},2019-10-14 10:03:07.961308+00,wrong
10390675,356218,9983,2,0,1,{"solution": 8},2019-10-14 10:08:27.722895+00,wrong
10390676,356218,9987,3,0,1,{"solution": "a"},2019-10-14 10:07:44.87315+00,wrong
10390677,356218,9991,4,0,1,{"solution": 452},2019-10-14 10:08:43.006887+00,wrong
10390678,356218,9992,5,0,1,{"solution": 5},2019-10-14 10:13:43.958812+00,wrong
10390679,356218,9995,6,0,1,{"solution": 8},2019-10-14 10:13:51.651492+00,wrong
10390680,356218,9998,7,0,1,{"solution": 8},2019-10-14 10:14:01.353275+00,wrong
10390681,356218,9999,8,0,1,{"solution": 5},2019-10-14 10:11:08.975164+00,wrong
10391971,356219,9980,1,0,1,{"solution": 3},2019-10-14 10:00:52.899884+00,wrong
10391972,356219,9986,2,0,1,{"solution": 38},2019-10-14 10:09:24.027989+00,wrong
10391973,356219,9987,3,0,1,{"solution": "ECABD"},2019-10-14 10:15:28.197938+00,wrong
10391974,356219,9991,4,0,1,{"solution": 24},2019-10-14 10:18:35.94657+00,wrong
10391975,356219,9993,5,0,1,{"solution": 3},2019-10-14 10:20:18.303383+00,wrong
10391976,356219,9997,6,1,1,{"solution": 2},2019-10-14 10:21:37.397134+00,ok
10391977,356219,9998,7,0,1,{"solution": 1},2019-10-14 10:23:26.628016+00,wrong
10391978,356219,10000,8,0,1,{"solution": 16},2019-10-14 10:26:10.955489+00,wrong
10392139,356220,9981,1,0,1,{"solution": 17},2019-10-14 10:00:32.422795+00,wrong
10392140,356220,9986,2,0,1,{"solution": 69},2019-10-14 10:09:11.369834+00,wrong
10392141,356220,9987,3,0,1,{"solution": "EDACB"},2019-10-14 10:12:22.221574+00,wrong
10392142,356220,9990,4,0,1,{"solution": 25},2019-10-14 10:15:59.371021+00,wrong
10392143,356220,9992,5,0,1,{"solution": 9},2019-10-14 10:27:49.096233+00,wrong
10392144,356220,9997,6,1,1,{"solution": 2},2019-10-14 10:21:54.340835+00,ok
10392145,356220,9998,7,0,1,{"solution": 4},2019-10-14 10:30:38.272804+00,wrong
10392146,356220,10000,8,1,1,{"solution": 10},2019-10-14 10:22:41.168246+00,ok
10391089,356221,9982,1,0,1,{"solution": 16},2019-10-14 10:12:08.38763+00,wrong
10391090,356221,9983,2,0,1,{"solution": 4},2019-10-14 10:12:12.797309+00,wrong
10391091,356221,9987,3,0,1,{"solution": "ABCD"},2019-10-14 10:12:59.1812+00,wrong
10391092,356221,9988,4,0,1,{"solution": 25},2019-10-14 10:13:07.209336+00,wrong
10391093,356221,9993,5,0,1,{"solution": 6},2019-10-14 10:17:09.750118+00,wrong
10391094,356221,9996,6,0,1,{"solution": 28},2019-10-14 10:17:36.873175+00,wrong
10391095,356221,9998,7,0,1,{"solution": 7},2019-10-14 10:17:27.83348+00,wrong
10391096,356221,10002,8,0,1,{"solution": 12},2019-10-14 10:16:51.858006+00,wrong
10391979,356223,9981,1,1,1,{"solution": 16},2019-10-14 10:12:29.841518+00,ok
10391980,356223,9986,2,1,1,{"solution": 37},2019-10-14 10:12:37.350384+00,ok
10391981,356223,9987,3,0,1,{"solution": "DABCE"},2019-10-14 10:12:42.288805+00,wrong
10391982,356223,9990,4,0,1,{"solution": 42},2019-10-14 10:13:04.614126+00,wrong
10391983,356223,9993,5,1,1,{"solution": 5},2019-10-14 10:17:06.716511+00,ok
10391984,356223,9997,6,1,1,{"solution": 2},2019-10-14 10:19:13.629122+00,ok
10391985,356223,9998,7,0,1,{"solution": 6},2019-10-14 10:23:12.058223+00,wrong
10391986,356223,10001,8,0,1,{"solution": 11},2019-10-14 10:26:41.357958+00,wrong
10392051,356224,9980,1,0,1,{"solution": 3},2019-10-14 10:21:55.02722+00,wrong
10392052,356224,9984,2,0,1,{"solution": 124},2019-10-14 10:12:13.131927+00,wrong
10392053,356224,9987,3,1,1,{"solution": "ECBAD"},2019-10-14 10:12:22.587566+00,ok
10392054,356224,9988,4,0,1,{"solution": 23},2019-10-14 10:20:36.355193+00,wrong
10392055,356224,9993,5,0,1,{"solution": 2},2019-10-14 10:28:23.806146+00,wrong
10392056,356224,9996,6,1,1,{"solution": 1},2019-10-14 10:15:58.502972+00,ok
10392057,356224,9998,7,0,1,{"solution": 9},2019-10-14 10:24:48.51995+00,wrong
10392058,356224,10000,8,0,1,{"solution": 11},2019-10-14 10:27:56.223651+00,wrong
10392353,356225,9979,1,1,1,{"solution": 12},2019-10-14 10:00:38.749023+00,ok
10392354,356225,9985,2,1,1,{"solution": 39},2019-10-14 10:10:17.894206+00,ok
10392355,356225,9987,3,1,1,{"solution": "ECBAD"},2019-10-14 10:30:55.20938+00,ok
10392356,356225,9988,4,0,1,,,none
10392357,356225,9992,5,0,1,,,none
10392358,356225,9997,6,1,1,{"solution": 2},2019-10-14 10:06:47.140477+00,ok
10392359,356225,9998,7,1,1,{"solution": 5},2019-10-14 10:27:32.870422+00,ok
10392360,356225,10001,8,1,1,{"solution": 8},2019-10-14 10:15:53.965438+00,ok
10392147,356226,9981,1,0,1,{"solution": 17},2019-10-14 10:00:25.727618+00,wrong
10392148,356226,9985,2,1,1,{"solution": 39},2019-10-14 10:10:26.526478+00,ok
10392149,356226,9987,3,0,1,,,none
10392150,356226,9991,4,0,1,{"solution": 27},2019-10-14 10:20:29.343883+00,wrong
10392151,356226,9993,5,1,1,{"solution": 5},2019-10-14 10:22:41.99103+00,ok
10392152,356226,9996,6,1,1,{"solution": 1},2019-10-14 10:24:03.263283+00,ok
10392153,356226,9998,7,0,1,{"solution": 4},2019-10-14 10:30:22.874196+00,wrong
10392154,356226,10000,8,0,1,{"solution": 13},2019-10-14 10:27:32.124558+00,wrong
10391641,356227,9979,1,0,1,{"solution": 9},2019-10-14 10:01:18.178484+00,wrong
10391642,356227,9985,2,0,1,{"solution": 33},2019-10-14 10:07:51.53401+00,wrong
10391643,356227,9987,3,0,1,{"solution": "ACDBE"},2019-10-14 10:16:08.418403+00,wrong
10391644,356227,9990,4,0,1,{"solution": 36},2019-10-14 10:20:02.144136+00,wrong
10391645,356227,9993,5,0,1,{"solution": 3},2019-10-14 10:22:26.328177+00,wrong
10391646,356227,9995,6,0,1,{"solution": 9},2019-10-14 10:23:05.152828+00,wrong
10391647,356227,9998,7,0,1,{"solution": 6},2019-10-14 10:19:25.239563+00,wrong
10391648,356227,10002,8,0,1,{"solution": 7},2019-10-14 10:22:52.289125+00,wrong
10392083,356228,9980,1,0,1,{"solution": 3},2019-10-14 10:28:33.523281+00,wrong
10392084,356228,9986,2,0,1,{"solution": 30},2019-10-14 10:12:45.225524+00,wrong
10392085,356228,9987,3,0,1,{"solution": "ecbda"},2019-10-14 10:14:03.959213+00,wrong
10392086,356228,9991,4,0,1,{"solution": 25},2019-10-14 10:16:11.875689+00,wrong
10392087,356228,9992,5,0,1,{"solution": 2},2019-10-14 10:19:08.049311+00,wrong
10392088,356228,9994,6,0,1,{"solution": 1},2019-10-14 10:28:57.079774+00,wrong
10392089,356228,9998,7,0,1,{"solution": 7},2019-10-14 10:26:31.7392+00,wrong
10392090,356228,10001,8,0,1,{"solution": 11},2019-10-14 10:27:27.295674+00,wrong
10391657,356239,9982,1,0,1,{"solution": 16},2019-10-14 10:03:01.319962+00,wrong
10391658,356239,9984,2,1,1,{"solution": 36},2019-10-14 10:04:55.142145+00,ok
10391659,356239,9987,3,1,1,{"solution": "ECBAD"},2019-10-14 10:12:22.441654+00,ok
10391660,356239,9990,4,0,1,{"solution": 22},2019-10-14 10:15:37.970951+00,wrong
10391661,356239,9993,5,0,1,{"solution": 6},2019-10-14 10:19:03.816915+00,wrong
10391662,356239,9996,6,0,1,{"solution": 4},2019-10-14 10:20:27.538245+00,wrong
10391663,356239,9998,7,0,1,{"solution": 4},2019-10-14 10:21:35.509871+00,wrong
10391664,356239,10000,8,0,1,{"solution": 28},2019-10-14 10:22:28.150407+00,wrong
10396413,356311,9980,1,1,1,{"solution": 8},2019-10-14 10:33:56.855659+00,ok
10396414,356311,9986,2,1,1,{"solution": 37},2019-10-14 10:38:50.461848+00,ok
10396415,356311,9987,3,0,1,{"solution": "DABCE"},2019-10-14 10:45:22.046282+00,wrong
10396416,356311,9989,4,0,1,{"solution": 21},2019-10-14 10:47:36.15998+00,wrong
10396417,356311,9992,5,1,1,{"solution": 7},2019-10-14 11:02:24.153234+00,ok
10396418,356311,9994,6,1,1,{"solution": 3},2019-10-14 11:05:05.052784+00,ok
10396419,356311,9998,7,0,1,,,none
10396420,356311,10000,8,0,1,,,none
10394834,356375,9981,1,0,1,{"solution": 0},2019-10-14 11:00:25.459448+00,wrong
10394835,356375,9986,2,1,1,{"solution": 37},2019-10-14 11:00:27.222967+00,ok
10394836,356375,9987,3,0,1,{"solution": "acbd"},2019-10-14 11:00:52.540673+00,wrong
10394837,356375,9989,4,0,1,{"solution": 28},2019-10-14 11:00:56.188489+00,wrong
10394838,356375,9993,5,0,1,{"solution": 9},2019-10-14 11:10:56.386124+00,wrong
10394839,356375,9995,6,0,1,{"solution": 10},2019-10-14 11:13:25.116183+00,wrong
10394840,356375,9998,7,0,1,{"solution": 9},2019-10-14 11:13:39.199334+00,wrong
10394841,356375,10000,8,0,1,{"solution": 20},2019-10-14 11:14:34.873366+00,wrong
10395959,356535,9982,1,0,1,{"solution": 4},2019-10-14 10:47:43.826854+00,wrong
10395960,356535,9985,2,0,1,{"solution": 34},2019-10-14 10:57:32.41223+00,wrong
10395961,356535,9987,3,0,1,{"solution": "ECABD"},2019-10-14 10:56:20.53784+00,wrong
10395962,356535,9990,4,0,1,{"solution": 33},2019-10-14 11:04:53.122773+00,wrong
10395963,356535,9992,5,0,1,{"solution": 6},2019-10-14 11:21:55.232546+00,wrong
10395964,356535,9997,6,0,1,{"solution": 5},2019-10-14 11:23:01.71533+00,wrong
10395965,356535,9998,7,0,1,{"solution": 2},2019-10-14 11:13:38.465378+00,wrong
10395966,356535,9999,8,0,1,{"solution": 26},2019-10-14 11:18:25.108858+00,wrong
10395253,356552,9981,1,0,1,{"solution": 3},2019-10-14 10:51:08.513315+00,wrong
10395254,356552,9985,2,0,1,{"solution": 3},2019-10-14 10:54:46.740023+00,wrong
10395255,356552,9987,3,0,1,{"solution": "ECADB"},2019-10-14 11:07:02.662054+00,wrong
10395256,356552,9990,4,0,1,{"solution": 27},2019-10-14 11:10:01.90406+00,wrong
10395257,356552,9992,5,0,1,{"solution": 9},2019-10-14 11:11:18.120711+00,wrong
10395258,356552,9997,6,0,1,{"solution": 130},2019-10-14 11:14:19.81125+00,wrong
10395259,356552,9998,7,1,1,{"solution": 5},2019-10-14 11:15:11.817471+00,ok
10395260,356552,10001,8,0,1,{"solution": 32},2019-10-14 11:16:21.254247+00,wrong
10395050,356555,9979,1,0,1,{"solution": 2},2019-10-14 10:50:05.071285+00,wrong
10395051,356555,9984,2,0,1,{"solution": 5},2019-10-14 10:53:39.693695+00,wrong
10395052,356555,9987,3,0,1,{"solution": "ЕАСDB"},2019-10-14 10:57:24.7349+00,wrong
10395053,356555,9989,4,0,1,{"solution": 16},2019-10-14 10:59:43.295111+00,wrong
10395054,356555,9993,5,0,1,{"solution": 7},2019-10-14 11:10:59.689014+00,wrong
10395055,356555,9995,6,0,1,{"solution": 27},2019-10-14 11:02:38.437958+00,wrong
10395056,356555,9998,7,0,1,{"solution": 7},2019-10-14 11:03:51.587361+00,wrong
10395057,356555,10000,8,0,1,{"solution": 5},2019-10-14 11:16:51.772493+00,wrong
10397560,356557,9981,1,0,1,{"solution": 12},2019-10-14 10:51:30.526652+00,wrong
10397561,356557,9985,2,0,1,{"solution": 37},2019-10-14 10:58:12.065313+00,wrong
10397562,356557,9987,3,0,1,{"solution": "Eacdb"},2019-10-14 11:08:37.406665+00,wrong
10397563,356557,9989,4,0,1,{"solution": 28},2019-10-14 11:10:48.618406+00,wrong
10397564,356557,9992,5,0,1,{"solution": 6},2019-10-14 11:43:26.029555+00,wrong
10397565,356557,9994,6,1,1,{"solution": 3},2019-10-14 11:45:00.037632+00,ok
10397566,356557,9998,7,1,1,{"solution": 5},2019-10-14 11:18:54.047058+00,ok
10397567,356557,10002,8,0,1,{"solution": 19},2019-10-14 11:43:02.442696+00,wrong
10397600,356559,9981,1,0,1,{"solution": 12},2019-10-14 11:42:51.960901+00,wrong
10397601,356559,9983,2,1,1,{"solution": 35},2019-10-14 10:57:22.684411+00,ok
10397602,356559,9987,3,1,1,{"solution": "ECBAD"},2019-10-14 11:31:21.045273+00,ok
10397603,356559,9989,4,0,1,{"solution": 30},2019-10-14 11:38:32.349745+00,wrong
10397604,356559,9992,5,0,1,{"solution": 9},2019-10-14 11:11:01.148815+00,wrong
10397605,356559,9996,6,0,1,{"solution": 20},2019-10-14 11:43:05.215491+00,wrong
10397606,356559,9998,7,0,1,{"solution": 6},2019-10-14 11:22:47.62522+00,wrong
10397607,356559,9999,8,1,1,{"solution": 12},2019-10-14 11:46:31.326405+00,ok
10396038,356561,9981,1,1,1,{"solution": 16},2019-10-14 10:53:00.300189+00,ok
10396039,356561,9984,2,1,1,{"solution": 36},2019-10-14 10:58:06.763449+00,ok
10396040,356561,9987,3,0,1,{"solution": "ECABD"},2019-10-14 11:03:08.196256+00,wrong
10396041,356561,9989,4,0,1,{"solution": 23},2019-10-14 11:05:39.03708+00,wrong
10396042,356561,9993,5,1,1,{"solution": 5},2019-10-14 11:12:08.833472+00,ok
10396043,356561,9996,6,1,1,{"solution": 1},2019-10-14 11:14:20.287068+00,ok
10396044,356561,9998,7,0,1,{"solution": 9},2019-10-14 11:18:14.344201+00,wrong
10396045,356561,10002,8,0,1,{"solution": 28},2019-10-14 11:23:18.329147+00,wrong
10397224,356564,9982,1,0,1,{"solution": 8},2019-10-14 10:55:11.840755+00,wrong
10397225,356564,9986,2,0,1,{"solution": 34},2019-10-14 11:00:23.770126+00,wrong
10397226,356564,9987,3,0,1,{"solution": "DBACE"},2019-10-14 11:21:56.708537+00,wrong
10397227,356564,9989,4,0,1,{"solution": 14},2019-10-14 11:25:29.911356+00,wrong
10397228,356564,9993,5,1,1,{"solution": 5},2019-10-14 11:11:45.185998+00,ok
10397229,356564,9995,6,1,1,{"solution": 4},2019-10-14 11:39:21.241397+00,ok
10397230,356564,9998,7,0,1,{"solution": 3},2019-10-14 11:19:26.110239+00,wrong
10397231,356564,9999,8,0,1,{"solution": 13},2019-10-14 11:30:16.335102+00,wrong
10397568,356568,9980,1,0,1,{"solution": 4},2019-10-14 10:51:47.612842+00,wrong
10397569,356568,9985,2,0,1,{"solution": 102},2019-10-14 11:01:14.953395+00,wrong
10397570,356568,9987,3,0,1,{"solution": "ECABD"},2019-10-14 11:04:17.800767+00,wrong
10397571,356568,9991,4,0,1,{"solution": 23},2019-10-14 11:28:11.003586+00,wrong
